"CTUID","Z_BixiAccess","Z_BusAccess","Z_MetroAccess","Z_TrainAccess","Z_TrafficNoise","Z_DriversPct","Z_TransitPct","Z_WalkingPct","Z_CyclingPct","Z_MinVisiblePct","Z_PostSecPct","Z_MedianHsldIncome","Disadvantage_index"
"4620410.02","-0.82608426249675","0.65151662115259","-0.23227610001458","1.1004937742734","0.1604763586655","0.29248502815053","0.30682601978163","-0.14906203075176","-0.58375374464777","0.37729468006255","0.33869627679296","-0.28059693832562","-0.05809933846734"
"4620073.00","0.34161932963092","0.09997610789547","-0.014012881003251","1.1222885315651","-0.28766165016997","-0.14656970081697","-0.48747191320088","-0.030171068165275","1.2968455315728","0.024854223810211","-0.65096625649838","-0.94893727071269","1.5999035272111"
"4620131.00","2.1233759982216","2.0462646227609","0.62992344910346","1.4533039773972","0.47065419759874","-1.9803944658152","-0.88050934843467","4.8405607804677","-0.16309016682284","1.1250968550404","1.1926190938382","-1.2552054269436","0.062586333105392"
"4620515.04","-0.84644993593524","-1.4668179938446","-0.95160874349336","-0.82994312362436","-1.0845114676508","1.5713974169587","-1.575472022037","-0.71402195675739","-0.62490067441721","0.66246873249555","0.07368696535517","0.84926007760023","-0.9229470429554"
"4620283.01","-0.82508322695052","-0.4505889682614","-0.77210936605626","0.71633148262222","0.7746138534992","1.1689450307653","-0.71918929565132","-0.79757230498212","-0.62490067441721","-0.1557765329579","-0.84794528809541","0.050783026871646","0.79716226122376"
"4620416.02","-0.84644993593524","-0.59850510261081","-0.82135407693047","0.77700497122306","0.15876781984284","0.83345849213012","-0.36183576885156","-0.72584529287667","-0.62490067441721","1.2110436785044","-0.66520385402232","0.12140998958965","0.54379386443266"
"4620036.00","1.5104150937269","0.93545582260693","0.45120791250859","-0.15563745949527","-0.68696679285432","-1.124077552884","1.0124651524727","0.20675991109714","2.6518044034814","-0.49008656072143","1.2945004987166","-0.64877267916116","-0.64572781955548"
"4620237.00","0.2203293458353","1.2856073295089","1.7348108326948","0.065735941444273","1.8757221799688","-0.56785906649431","1.2895477111891","-0.1642665135246","-0.24964322321659","-0.81354410313918","1.080758926378","-0.1243020856441","-0.95645684073385"
"4620117.00","-0.31793898610625","-0.0045085138341812","1.2756084594342","0.31173288770105","-0.36919070474493","-1.3631562055697","1.6611476007958","0.21032997867845","-0.60786320131315","3.1026482363725","-0.34969181528474","-0.68434774186356","1.0340395571483"
"4620584.00","-0.84644993593524","-1.3137286345628","-0.95092257715237","-0.78269545324","-0.23086911813469","1.4140686654418","-1.4545254941954","-0.54728330762558","-0.62490067441721","-1.1172482233435","-1.5362358290677","-0.32981782777539","1.8660536568431"
